DATAFLOW,LAST UPDATE,freq,indic_em,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2014,40.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2015,42.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2016,42.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2017,43.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2018,45.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2019,48.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2020,49.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2021,51.6,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2022,51.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2023,52.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2024,53.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,North Macedonia,2025,54.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2009,40.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2010,41.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2011,43.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2012,48.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2013,51.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2014,54.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2015,55.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2016,58.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2017,60.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2018,63.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2019,63.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2020,66.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2021,68.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2022,72.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2023,73.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2024,75.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Malta,2025,76.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2009,70.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2010,70.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2011,71.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2012,72.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2013,71.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2014,70.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2015,71.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2016,72.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2017,73.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2018,75.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2019,76.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2020,76.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2021,77.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2022,79.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2023,79.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2024,79.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Netherlands,2025,79.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2009,78.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2010,78.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2011,78.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2012,78.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2013,78.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2014,78.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2015,77.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2016,78.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2017,77.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2018,78.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2019,78.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2020,77.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2021,77.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2022,78.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2023,77.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2024,77.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Norway,2025,77.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2009,55.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2010,55.6,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2011,55.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2012,56.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2013,56.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2014,58.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2015,59.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2016,61.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2017,63.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2018,64.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2019,65.3,b,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2020,65.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2021,68.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2022,70.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2023,72.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2024,72.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Poland,2025,73.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2009,62.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2010,62.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2011,62.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2012,60.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2013,60.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2014,62.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2015,64.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2016,66.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2017,69.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2018,71.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2019,72.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2020,71.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2021,72.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2022,74.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2023,75.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2024,75.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Portugal,2025,77.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2009,45.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2010,47.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2011,47.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2012,48.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2013,48.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2014,49.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2015,50.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2016,51.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2017,54.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2018,54.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2019,55.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2020,55.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2021,56.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2022,59.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2023,59.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2024,60.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Romania,2025,59.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2010,43.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2011,39.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2012,39.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2013,42.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2014,45.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2015,46.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2016,50.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2017,53.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2018,54.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2019,55.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2020,56.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2021,58.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2022,61.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2023,63.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2024,65.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Serbia,2025,65.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2005,74.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2006,75.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2007,76.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2008,76.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2009,75.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2010,74.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2011,76.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2012,76.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2013,76.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2014,77.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2015,77.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2016,78.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2017,79.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2018,79.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2019,79.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2020,77.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2021,77.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2022,79.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2023,80.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2024,79.9,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Sweden,2025,79.8,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2009,67.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2010,66.0,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2011,64.4,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2012,64.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2013,62.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2014,63.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2015,64.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2016,66.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2017,69.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2018,71.2,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2019,72.5,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2020,71.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2021,72.6,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2022,74.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2023,74.3,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2024,75.1,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovenia,2025,75.7,,
ESTAT:TESEM010(1.0),29/04/26 23:00:00,Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Slovakia,2009,62.4,,
